"","Race","Gender","traffic","Arrest","BondAmount","druggun","Patrol","Officer","Date","Day","Time","qol","UseOfForce","SearchConducted","Stopped","TimeZone"
"14861","White","Man",FALSE,TRUE,10000,FALSE,"D2","HARRIS, J. E. (17141)  UPB",2021-05-25,"Tue",20:52:00,FALSE,"No","No","No","US/Eastern"
"14862","White","Man",FALSE,TRUE,10000,FALSE,"D2","HARRIS, J. E. (17141)  UPB",2021-05-25,"Tue",20:52:00,FALSE,"No","No","No","US/Eastern"
"14863","White","Man",FALSE,TRUE,10000,FALSE,"D2","HARRIS, J. E. (17141)  UPB",2021-05-25,"Tue",20:52:00,FALSE,"No","No","No","US/Eastern"
"14864","White","Man",FALSE,FALSE,NA,FALSE,"D2","HARRIS, J. E. (17141)  UPB",2021-05-25,"Tue",21:20:00,FALSE,"No","No","No","US/Eastern"
"14865","White","Man",FALSE,TRUE,NA,FALSE,"D2","HARRIS, J. E. (17141)  UPB",2021-11-10,"Wed",21:59:00,FALSE,"No","No","No","US/Eastern"
"14866","White","Man",FALSE,FALSE,1500,FALSE,"D2","MUNTER, G. L. (9434)  UPB",2019-05-24,"Fri",21:52:00,FALSE,"No","No","No","US/Eastern"
"14867","White","Man",FALSE,TRUE,2500,FALSE,"D2","DURAN, J.  (24256)  UPB",2020-02-21,"Fri",08:59:00,FALSE,"No","No","No","US/Eastern"
"14868","White","Woman",FALSE,TRUE,NA,FALSE,"D2","BELL, J. A. (16755)  UPB",2022-02-03,"Thu",08:09:00,FALSE,"No","No","No","US/Eastern"
"14869","Black","Man",FALSE,TRUE,NA,FALSE,"D2","CORNATZER, R. S. (5466)  UPB",2019-01-13,"Sun",20:07:00,FALSE,"No","No","No","US/Eastern"
"14870","White","Man",FALSE,TRUE,NA,FALSE,"D2","GARDNER, B. K. (17692)  UPB",2021-07-18,"Sun",18:13:00,FALSE,"No","No","No","US/Eastern"
"14871","Black","Man",FALSE,TRUE,NA,TRUE,"D2","STEWART, J. M. (21145)  ISB",2019-07-24,"Wed",17:49:00,FALSE,"No","No","No","US/Eastern"
"14872","Black","Man",FALSE,FALSE,1500,FALSE,"D2","FINCH, P. J. (23328)  UPB",2019-06-22,"Sat",20:20:00,FALSE,"No","No","No","US/Eastern"
"14873","Black","Man",FALSE,TRUE,27000,FALSE,"D2","KIMBROUGH, J. R. (24985)  UP",2021-10-23,"Sat",10:49:00,FALSE,"No","No","No","US/Eastern"
"14874","Black","Man",FALSE,TRUE,NA,FALSE,"D2","KIMBROUGH, J. R. (24985)  UP",2021-10-24,"Sun",06:55:00,FALSE,"No","No","No","US/Eastern"
"14875","Black","Man",FALSE,TRUE,27000,FALSE,"D2","KIMBROUGH, J. R. (24985)  UP",2021-10-24,"Sun",10:59:00,FALSE,"No","No","No","US/Eastern"
"14876","Black","Woman",FALSE,FALSE,5000,TRUE,"D2","SPRINKLE, L. N. (22169)  UPB",2022-04-28,"Thu",14:26:00,FALSE,"No","No","No","US/Eastern"
"14877","White","Man",FALSE,TRUE,NA,FALSE,"D2","WIESEMANN, C. E. (6297)  UPB",2021-12-13,"Mon",17:25:00,FALSE,"No","No","No","US/Eastern"
"14878","Black","Man",FALSE,FALSE,5000,TRUE,"D2","SPRINKLE, L. N. (22169)  UPB",2022-04-28,"Thu",14:23:00,FALSE,"No","No","No","US/Eastern"
"14879","Black","Man",FALSE,FALSE,NA,FALSE,"D2","ALCALA, J. A. (18566)  ISB",2019-07-03,"Wed",00:02:00,FALSE,"No","No","No","US/Eastern"
"14880","Black","Man",FALSE,FALSE,100,FALSE,"D2","HARRIS, J. E. (17141)  UPB",2022-01-20,"Thu",14:59:00,FALSE,"No","No","No","US/Eastern"
"14881","White","Woman",FALSE,TRUE,NA,FALSE,"D2","COX, D.  (23377)  UPB",2021-07-15,"Thu",22:30:00,FALSE,"No","No","No","US/Eastern"
"14882","White","Woman",FALSE,FALSE,1000,FALSE,"D2","SLAUGHTER, C. T. (22535)  UP",2021-07-16,"Fri",12:48:00,FALSE,"No","No","No","US/Eastern"
"14883","Black","Man",FALSE,FALSE,50000,FALSE,"D2","MEMITA, I.  (24986)  UPB",2021-12-10,"Fri",13:47:00,FALSE,"No","No","No","US/Eastern"
"14884","White","Man",FALSE,TRUE,NA,FALSE,"D2","CAFIERO, R.  (23798)  UPB",2020-07-23,"Thu",22:37:00,FALSE,"No","No","No","US/Eastern"
"14885","Black","Man",FALSE,TRUE,2000,FALSE,"D2","ROBINSON, D.  (24788)  UPB",2022-04-25,"Mon",00:41:00,FALSE,"No","No","No","US/Eastern"
"14886","Black","Man",FALSE,TRUE,NA,FALSE,"D2","WAGSTAFF, J. H. (21147)  ISB",2019-10-26,"Sat",16:41:00,FALSE,"No","No","No","US/Eastern"
"14887","Black","Woman",FALSE,TRUE,1500,FALSE,"D2","HEIB, E.  (23807)  UPB",2021-09-13,"Mon",10:04:00,FALSE,"No","No","No","US/Eastern"
"14888","White","Man",FALSE,FALSE,NA,FALSE,"D2","RAINEY, D. D. (22877)  UPB",2022-05-16,"Mon",01:04:00,FALSE,"No","No","No","US/Eastern"
"14889","White","Man",FALSE,TRUE,23000,FALSE,"D2","CHEN, J. Y. (22836)  UPB",2018-12-04,"Tue",03:48:00,FALSE,"No","No","No","US/Eastern"
"14890","White","Woman",FALSE,FALSE,NA,FALSE,"D2","HUMPHREY, R.  (10049)  UPB",2022-04-10,"Sun",21:43:00,FALSE,"No","No","No","US/Eastern"
"14891","Black","Man",FALSE,FALSE,NA,TRUE,"D2","COX, D.  (23377)  UPB",2021-08-12,"Thu",05:56:00,FALSE,"No","No","No","US/Eastern"
"14892","Black","Woman",FALSE,FALSE,5000,FALSE,"D2","LYZENGA, K.  (24758)  UPB",2022-05-09,"Mon",11:43:00,FALSE,"No","No","No","US/Eastern"
"14893","White","Woman",FALSE,TRUE,2000,FALSE,"D2","LYZENGA, K.  (24758)  UPB",2022-03-25,"Fri",09:08:00,FALSE,"No","No","No","US/Eastern"
"14894","Black","Woman",FALSE,TRUE,NA,FALSE,"D2","SPRINKLE, L. N. (22169)  UPB",2019-11-16,"Sat",11:43:00,FALSE,"No","No","No","US/Eastern"
"14895","Black","Woman",FALSE,TRUE,NA,FALSE,"D2","SPRINKLE, L. N. (22169)  UPB",2019-11-16,"Sat",12:22:00,FALSE,"No","No","No","US/Eastern"
"14896","Black","Man",FALSE,TRUE,NA,FALSE,"D2","FINCH, P. J. (23328)  UPB",2021-09-13,"Mon",05:09:00,FALSE,"No","No","No","US/Eastern"
"14897","Black","Man",FALSE,FALSE,NA,FALSE,"D2","FINCH, P. J. (23328)  UPB",2021-09-13,"Mon",06:00:00,FALSE,"No","No","No","US/Eastern"
"14898","Black","Man",FALSE,TRUE,NA,FALSE,"D2","SMITH, E. J. (24997)  UPB",2021-02-09,"Tue",16:24:00,FALSE,"No","No","No","US/Eastern"
"14899","Black","Man",FALSE,FALSE,500,FALSE,"D2","FINCH, P. J. (23328)  UPB",2019-03-02,"Sat",22:20:00,FALSE,"No","No","No","US/Eastern"
"14900","Black","Woman",FALSE,TRUE,NA,FALSE,"D2","ANNAS, J.  (23805)  UPB",2020-03-20,"Fri",12:50:00,FALSE,"No","No","No","US/Eastern"
"14901","White","Man",FALSE,FALSE,1000,FALSE,"D2","QUESADA, A.  (23794)  UPB",2019-11-19,"Tue",00:59:00,FALSE,"No","No","No","US/Eastern"
"14902","White","Woman",TRUE,FALSE,NA,FALSE,"D2","FINCH, P. J. (23328)  UPB",2020-06-21,"Sun",03:00:00,FALSE,"No","No","No","US/Eastern"
"14903","Black","Man",FALSE,TRUE,5000,FALSE,"D2","FINCH, P. J. (23328)  UPB",2021-09-13,"Mon",04:48:00,FALSE,"No","No","No","US/Eastern"
"14904","Black","Man",FALSE,FALSE,20000,FALSE,"D2","SPRINKLE, L. N. (22169)  UPB",2021-09-13,"Mon",06:00:00,FALSE,"No","No","No","US/Eastern"
"14905","White","Man",FALSE,TRUE,5000,FALSE,"D2","HEINSEN, W. J. (24984)  UPB",2021-10-29,"Fri",14:50:00,FALSE,"No","No","No","US/Eastern"
"14906","White","Man",FALSE,TRUE,5000,FALSE,"D2","HEINSEN, W. J. (24984)  UPB",2021-10-29,"Fri",14:54:00,FALSE,"No","No","No","US/Eastern"
"14907","White","Man",FALSE,TRUE,5000,FALSE,"D2","HEINSEN, W. J. (24984)  UPB",2021-10-29,"Fri",14:56:00,FALSE,"No","No","No","US/Eastern"
"14908","White","Man",FALSE,FALSE,2000,FALSE,"D2","GAMM, S. W. (25202)  UPB",2021-11-05,"Fri",03:24:00,FALSE,"No","No","No","US/Eastern"
"14909","Black","Man",FALSE,FALSE,500,FALSE,"D2","HARRIS, J. E. (17141)  UPB",2021-06-24,"Thu",22:36:00,FALSE,"No","No","No","US/Eastern"
"14910","Black","Man",FALSE,TRUE,500,FALSE,"D2","HARRIS, J. E. (17141)  UPB",2021-06-25,"Fri",01:09:00,FALSE,"No","No","No","US/Eastern"
"14911","Black","Man",FALSE,TRUE,500,FALSE,"D2","HARRIS, J. E. (17141)  UPB",2021-06-25,"Fri",01:13:00,FALSE,"No","No","No","US/Eastern"
"14912","Black","Man",FALSE,TRUE,500,FALSE,"D2","HARRIS, J. E. (17141)  UPB",2021-06-25,"Fri",01:16:00,FALSE,"No","No","No","US/Eastern"
"14913","White","Man",FALSE,FALSE,NA,FALSE,"D2","ALCALA, J. A. (18566)  ISB",2019-09-13,"Fri",11:07:00,FALSE,"No","No","No","US/Eastern"
"14914","White","Man",FALSE,TRUE,1000,TRUE,"D2","PARK, C.  (23316)  UPB",2019-03-23,"Sat",03:32:00,FALSE,"No","No","No","US/Eastern"
"14915","Black","Man",FALSE,TRUE,NA,TRUE,"D2","RAINEY, D. D. (22877)  UPB",2021-12-26,"Sun",07:10:00,FALSE,"No","No","No","US/Eastern"
"14916","White","Man",TRUE,TRUE,NA,FALSE,"D2","HUMPHREY, R.  (10049)  UPB",2021-05-26,"Wed",02:52:00,FALSE,"No","No","No","US/Eastern"
"14917","White","Man",FALSE,FALSE,5000,FALSE,"D2","MEMITA, I.  (24986)  UPB",2022-02-05,"Sat",12:42:00,FALSE,"No","No","No","US/Eastern"
"14918","White","Woman",FALSE,TRUE,NA,FALSE,"D2","HARRIS, J. E. (17141)  UPB",2021-12-24,"Fri",17:21:00,FALSE,"No","No","No","US/Eastern"
"14919","White","Man",FALSE,FALSE,1000,TRUE,"D2","WILLIAMS, L.  (22164)  UPB",2019-10-06,"Sun",20:10:00,FALSE,"No","No","No","US/Eastern"
"14920","White","Man",FALSE,FALSE,NA,FALSE,"D2","VASQUEZ, B. N. (24253)  UPB",2020-04-05,"Sun",01:59:00,FALSE,"No","No","No","US/Eastern"
"14921","White","Woman",FALSE,FALSE,NA,FALSE,"D2","STEWART, J. M. (21145)  ISB",2018-11-17,"Sat",19:15:00,FALSE,"No","No","No","US/Eastern"
"14922","Black","Woman",FALSE,TRUE,NA,FALSE,"D2","RAINEY, D. D. (22877)  UPB",2019-01-16,"Wed",12:37:00,FALSE,"No","No","No","US/Eastern"
"14923","Asian","Man",FALSE,TRUE,NA,FALSE,"D2","RAINEY, D. D. (22877)  UPB",2019-01-16,"Wed",12:24:00,FALSE,"No","No","No","US/Eastern"
"14924","White","Man",FALSE,FALSE,1000,FALSE,"D2","FINCH, P. J. (23328)  UPB",2019-05-22,"Wed",13:30:00,FALSE,"No","No","No","US/Eastern"
"14925","White","Man",FALSE,FALSE,3000,FALSE,"D2","GUSTAFSON, Z.  (25005)  UPB",2021-01-14,"Thu",08:33:00,FALSE,"No","No","No","US/Eastern"
"14926","White","Man",FALSE,FALSE,NA,FALSE,"D2","WRAY, T. J. (24999)  UPB",2022-02-07,"Mon",00:12:00,FALSE,"No","No","No","US/Eastern"
"14927","Black","Man",FALSE,TRUE,NA,FALSE,"D2","TIDWELL, C. W. (13227)  UPB",2020-08-28,"Fri",19:33:00,FALSE,"No","No","No","US/Eastern"
"14928","Black","Man",FALSE,FALSE,2000,FALSE,"D2","PARK, C.  (23316)  UPB",2021-12-31,"Fri",15:07:00,FALSE,"No","No","No","US/Eastern"
"14929","Black","Woman",FALSE,TRUE,NA,FALSE,"D2","COX, D.  (23377)  UPB",2021-08-17,"Tue",16:53:00,FALSE,"No","No","No","US/Eastern"
"14930","Missing race data","Woman",FALSE,TRUE,NA,FALSE,"D2","KIRKMAN, D. J. (24993)  UPB",2022-03-28,"Mon",12:33:00,FALSE,"No","No","No","US/Eastern"
"14931","Black","Man",FALSE,TRUE,1000,FALSE,"D2","HARRIS, J. E. (17141)  UPB",2021-07-04,"Sun",01:33:00,FALSE,"No","No","No","US/Eastern"
"14932","Black","Man",FALSE,TRUE,1000,FALSE,"D2","WRAY, T. J. (24999)  UPB",2022-03-30,"Wed",11:35:00,FALSE,"No","No","No","US/Eastern"
"14933","Black","Woman",FALSE,TRUE,NA,FALSE,"D2","FLORES, D.  (23379)  ISB",2019-03-21,"Thu",23:41:00,FALSE,"No","No","No","US/Eastern"
"14934","White","Woman",FALSE,FALSE,2000,FALSE,"D2","WILLIAMS, L.  (22164)  UPB",2020-07-11,"Sat",01:44:00,FALSE,"No","No","No","US/Eastern"
"14935","Black","Man",FALSE,FALSE,NA,FALSE,"D2","BRIDWELL, C.  (24749)  UPB",2021-12-14,"Tue",03:38:00,FALSE,"No","No","No","US/Eastern"
"14936","White","Man",FALSE,FALSE,500,FALSE,"D2","SMITH, E. J. (24997)  UPB",2021-04-15,"Thu",11:00:00,FALSE,"No","No","No","US/Eastern"
"14937","Black","Man",FALSE,FALSE,NA,FALSE,"D2","HARRIS, J. E. (17141)  UPB",2020-04-01,"Wed",04:34:00,FALSE,"No","No","No","US/Eastern"
"14938","Black","Woman",FALSE,TRUE,NA,FALSE,"D2","GARDNER, B. K. (17692)  UPB",2019-12-01,"Sun",09:52:00,FALSE,"No","No","No","US/Eastern"
"14939","Black","Man",FALSE,FALSE,NA,FALSE,"D2","HEUSTIS, S.  (23380)  UPB",2021-04-27,"Tue",12:13:00,FALSE,"No","No","No","US/Eastern"
"14940","Black","Man",FALSE,FALSE,500,FALSE,"D2","KRAMER, A.  (23814)  UPB",2019-04-30,"Tue",04:28:00,FALSE,"No","No","No","US/Eastern"
"14941","White","Woman",FALSE,FALSE,2000,FALSE,"D2","FINCH, P. J. (23328)  UPB",2022-04-24,"Sun",02:10:00,FALSE,"No","No","No","US/Eastern"
"14942","White","Man",FALSE,TRUE,10000,FALSE,"D2","MARTINEZ, L. E. (22151)  UPB",2020-03-15,"Sun",23:20:00,FALSE,"No","No","No","US/Eastern"
"14943","Black","Man",FALSE,TRUE,1000,FALSE,"D2","GARTH, B. L. (849)  ISB",2020-01-20,"Mon",21:27:00,FALSE,"No","No","No","US/Eastern"
"14944","Black","Man",FALSE,TRUE,NA,FALSE,"D2","JORGENSON, D. J. (21142)  IS",2019-02-24,"Sun",14:08:00,FALSE,"No","No","No","US/Eastern"
"14945","White","Woman",FALSE,TRUE,NA,FALSE,"D2","MARTINEZ, L. E. (22151)  UPB",2019-07-13,"Sat",15:26:00,FALSE,"No","No","No","US/Eastern"
"14946","White","Woman",FALSE,FALSE,10000,FALSE,"D2","HEUSTIS, S.  (23380)  UPB",2021-09-13,"Mon",12:01:00,FALSE,"No","No","No","US/Eastern"
"14947","Black","Man",FALSE,TRUE,NA,TRUE,"D2","FINCH, P. J. (23328)  UPB",2020-05-07,"Thu",01:00:00,FALSE,"No","No","No","US/Eastern"
"14948","White","Man",FALSE,FALSE,NA,FALSE,"D2","MEMITA, I.  (24986)  UPB",2020-12-21,"Mon",20:40:00,FALSE,"No","No","No","US/Eastern"
"14949","Black","Woman",FALSE,TRUE,500,FALSE,"D4","STUART, T.  (23813)  UPB",2019-03-23,"Sat",02:11:00,FALSE,"No","No","No","US/Eastern"
"14950","Black","Man",FALSE,TRUE,NA,FALSE,"D4","WEISS, J. M. (21392)  UPB",2019-06-09,"Sun",20:39:00,FALSE,"No","No","No","US/Eastern"
"14951","Black","Man",FALSE,TRUE,NA,FALSE,"D4","CHOLULA, J.  (23796)  UPB",2020-01-21,"Tue",08:31:00,FALSE,"No","No","No","US/Eastern"
"14952","Black","Man",FALSE,TRUE,3000,FALSE,"D4","WEISS, J. M. (21392)  UPB",2022-04-29,"Fri",12:12:00,FALSE,"No","No","No","US/Eastern"
"14953","Black","Man",FALSE,TRUE,500,TRUE,"D4","WEISS, J. M. (21392)  UPB",2022-04-29,"Fri",13:13:00,FALSE,"No","No","No","US/Eastern"
"14954","Black","Man",FALSE,FALSE,10000,TRUE,"D4","SOUTHERLAND, M. D. (859)  IS",2019-06-26,"Wed",10:17:00,FALSE,"No","No","No","US/Eastern"
"14955","Black","Man",FALSE,FALSE,40000,FALSE,"D4","TAYLOR, R. D. (20007)  ISB",2019-01-30,"Wed",14:16:00,FALSE,"No","No","No","US/Eastern"
"14956","Black","Man",FALSE,TRUE,NA,FALSE,"D4","TAYLOR, R. D. (20007)  ISB",2019-01-30,"Wed",17:42:00,FALSE,"No","No","No","US/Eastern"
"14957","Black","Woman",FALSE,FALSE,1,FALSE,"D4","GONZALES, C. R. (22155)  UPB",2022-01-22,"Sat",14:52:00,FALSE,"No","No","No","US/Eastern"
"14958","Black","Woman",FALSE,TRUE,1,FALSE,"D4","GONZALES, C. R. (22155)  UPB",2022-01-22,"Sat",16:25:00,FALSE,"No","No","No","US/Eastern"
"14959","Black","Woman",FALSE,FALSE,5000,FALSE,"D4","SCHIEFERLY, N.  (21484)  UPB",2020-07-24,"Fri",00:21:00,FALSE,"No","No","No","US/Eastern"
"14960","White","Woman",FALSE,FALSE,2000,FALSE,"D4","SCHIEFERLY, N.  (21484)  UPB",2021-11-22,"Mon",00:32:00,FALSE,"No","No","No","US/Eastern"
"14961","White","Man",FALSE,FALSE,2500,FALSE,"D4","KING, T. G. (24189)  UPB",2020-04-20,"Mon",01:55:00,FALSE,"No","No","No","US/Eastern"
"14962","White","Man",FALSE,FALSE,2000,FALSE,"D4","GONZALES, C. R. (22155)  UPB",2022-03-03,"Thu",01:40:00,FALSE,"No","No","No","US/Eastern"
"14963","Black","Man",FALSE,TRUE,5000,FALSE,"D4","HEIB, E.  (23807)  UPB",2019-09-22,"Sun",04:40:00,FALSE,"No","No","No","US/Eastern"
"14964","Black","Man",FALSE,FALSE,5000,TRUE,"D4","RAMOS, A. P. (19994)  ISB",2019-05-30,"Thu",03:48:00,FALSE,"No","No","No","US/Eastern"
"14965","White","Man",TRUE,TRUE,NA,FALSE,"D4","GAMM, S. W. (25202)  UPB",2021-10-06,"Wed",03:29:00,FALSE,"No","No","No","US/Eastern"
"14966","Black","Woman",FALSE,TRUE,NA,FALSE,"D4","TAYLOR, R. D. (20007)  ISB",2019-11-26,"Tue",15:23:00,FALSE,"No","No","No","US/Eastern"
"14967","Black","Woman",FALSE,TRUE,NA,FALSE,"D4","TAYLOR, R. D. (20007)  ISB",2019-12-12,"Thu",15:19:00,FALSE,"No","No","No","US/Eastern"
"14968","Black","Man",FALSE,TRUE,NA,FALSE,"D4","ESPINOSA-VANEGAS, C.  (233",2019-01-27,"Sun",18:58:00,FALSE,"No","No","No","US/Eastern"
"14969","Black","Man",FALSE,FALSE,20000,TRUE,"D4","TURNER, R.  (20020)  ISB",2022-05-18,"Wed",19:02:00,FALSE,"No","No","No","US/Eastern"
"14970","Black","Man",FALSE,TRUE,1000,FALSE,"D4","GONZALES, C. R. (22155)  UPB",2020-01-18,"Sat",03:19:00,FALSE,"No","No","No","US/Eastern"
"14971","Black","Man",FALSE,TRUE,NA,TRUE,"D4","GONZALES, C. R. (22155)  UPB",2020-01-18,"Sat",03:22:00,FALSE,"No","No","No","US/Eastern"
"14972","White","Man",FALSE,TRUE,NA,FALSE,"D4","WILKING, J. J. (14639)  ISB",2019-05-14,"Tue",13:32:00,FALSE,"No","No","No","US/Eastern"
"14973","White","Man",FALSE,FALSE,1000,FALSE,"D4","MEEHAN, R. M. (25604)  ADMN",2022-05-19,"Thu",23:20:00,FALSE,"No","No","No","US/Eastern"
"14974","Black","Man",FALSE,TRUE,1500,FALSE,"D4","HEIB, E.  (23807)  UPB",2021-04-09,"Fri",09:50:00,FALSE,"No","No","No","US/Eastern"
"14975","Black","Man",FALSE,TRUE,NA,FALSE,"D4","DELOATCH, I. W. (14775)  UPB",2021-10-09,"Sat",04:07:00,FALSE,"No","No","No","US/Eastern"
"14976","Black","Man",FALSE,TRUE,5000,FALSE,"D4","SCHIEFERLY, N.  (21484)  UPB",2021-03-20,"Sat",11:47:00,FALSE,"No","No","No","US/Eastern"
"14977","Black","Woman",TRUE,FALSE,1000,FALSE,"D4","WIMBERLEY, J.  (25002)  UPB",2021-06-05,"Sat",03:11:00,FALSE,"No","No","No","US/Eastern"
"14978","Black","Man",FALSE,FALSE,2500,TRUE,"D4","MICHAUD, A. T. (25222)  UPB",2021-07-04,"Sun",23:20:00,FALSE,"No","No","No","US/Eastern"
"14979","Black","Man",FALSE,FALSE,5000,TRUE,"D4","GONZALES, C. R. (22155)  UPB",2019-07-26,"Fri",00:03:00,FALSE,"No","No","No","US/Eastern"
"14980","Black","Woman",FALSE,TRUE,NA,FALSE,"D4","WIESEMANN, C. E. (6297)  UPB",2019-05-07,"Tue",02:28:00,FALSE,"No","No","No","US/Eastern"
"14981","Black","Man",FALSE,TRUE,80000,FALSE,"D4","MCCALLOP, A. D. (2088)  UPB",2022-04-27,"Wed",21:34:00,FALSE,"No","No","No","US/Eastern"
"14982","Black","Man",FALSE,TRUE,NA,FALSE,"D4","ANDREA, G. K. (6834)  UPB",2021-08-23,"Mon",12:30:00,FALSE,"No","No","No","US/Eastern"
"14983","Black","Man",FALSE,FALSE,NA,FALSE,"D4","HAMILTON, G.  (23844)  UPB",2022-04-08,"Fri",04:04:00,FALSE,"No","No","No","US/Eastern"
"14984","Black","Man",FALSE,TRUE,150000,FALSE,"D4","BANTON, W.  (23376)  ISB",2020-09-11,"Fri",05:19:00,FALSE,"No","No","No","US/Eastern"
"14985","Black","Woman",FALSE,FALSE,5000,FALSE,"D4","MCCALLOP, A. D. (2088)  UPB",2020-07-01,"Wed",15:59:00,FALSE,"No","No","No","US/Eastern"
"14986","Black","Woman",FALSE,FALSE,NA,FALSE,"D4","TRICE, R. D. (18607)  UPB",2019-03-06,"Wed",13:01:00,FALSE,"No","No","No","US/Eastern"
"14987","Black","Man",FALSE,FALSE,NA,FALSE,"D4","OFFENBURG, K. I. (19127)  UP",2020-01-28,"Tue",00:52:00,FALSE,"No","No","No","US/Eastern"
"14988","Black","Man",FALSE,FALSE,NA,FALSE,"D4","MASNIK, E. I. (22849)  UPB",2022-04-03,"Sun",17:39:00,TRUE,"No","No","No","US/Eastern"
"14989","Black","Man",FALSE,FALSE,1000,FALSE,"D4","TAYLOR, R. D. (20007)  ISB",2019-02-01,"Fri",17:21:00,FALSE,"No","No","No","US/Eastern"
"14990","Black","Man",FALSE,TRUE,100000,FALSE,"D4","VANDERDRIFT, J.  (22173)  UP",2021-05-20,"Thu",19:30:00,FALSE,"No","No","No","US/Eastern"
"14991","White","Woman",FALSE,TRUE,5000,FALSE,"D4","MCNALLY, R.  (23978)  UPB",2021-04-13,"Tue",07:51:00,FALSE,"No","No","No","US/Eastern"
"14992","White","Woman",FALSE,FALSE,5000,TRUE,"D4","MCNALLY, R.  (23978)  UPB",2021-04-13,"Tue",07:59:00,FALSE,"No","No","No","US/Eastern"
"14993","Black","Man",FALSE,FALSE,1000,FALSE,"D4","TAYLOR, R. D. (20007)  ISB",2019-05-15,"Wed",19:54:00,FALSE,"No","No","No","US/Eastern"
"14994","Black","Man",FALSE,TRUE,NA,TRUE,"D4","MCGLASSON, M. B. (21383)  U",2019-12-01,"Sun",22:03:00,FALSE,"No","No","No","US/Eastern"
"14995","Black","Man",FALSE,TRUE,4000,FALSE,"D4","MCGLASSON, M. B. (21383)  U",2019-12-01,"Sun",22:11:00,FALSE,"No","No","No","US/Eastern"
"14996","Black","Man",FALSE,TRUE,4000,FALSE,"D4","MCGLASSON, M. B. (21383)  U",2019-12-01,"Sun",22:16:00,FALSE,"No","No","No","US/Eastern"
"14997","Black","Man",FALSE,TRUE,15000,FALSE,"D4","MCGLASSON, M. B. (21383)  U",2019-12-01,"Sun",23:55:00,FALSE,"No","No","No","US/Eastern"
"14998","Black","Man",FALSE,TRUE,15000,FALSE,"D4","MCGLASSON, M. B. (21383)  U",2019-12-01,"Sun",23:57:00,FALSE,"No","No","No","US/Eastern"
"14999","Black","Man",FALSE,TRUE,15000,FALSE,"D4","MCGLASSON, M. B. (21383)  U",2019-12-02,"Mon",00:03:00,FALSE,"No","No","No","US/Eastern"
"15000","Black","Man",FALSE,TRUE,1000,FALSE,"D4","MCGLASSON, M. B. (21383)  U",2019-12-02,"Mon",00:05:00,FALSE,"No","No","No","US/Eastern"
"15001","Black","Man",FALSE,FALSE,NA,FALSE,"D4","CHOLULA, J.  (23796)  UPB",2020-06-30,"Tue",05:26:00,FALSE,"No","No","No","US/Eastern"
"15002","Black","Man",FALSE,TRUE,25000,FALSE,"D4","SPRINKLE, L. N. (22169)  UPB",2021-05-27,"Thu",07:26:00,FALSE,"No","No","No","US/Eastern"
"15003","Black","Man",FALSE,FALSE,6000,FALSE,"D4","WIMBERLEY, J.  (25002)  UPB",2021-05-27,"Thu",23:38:00,TRUE,"No","No","No","US/Eastern"
"15004","Black","Man",FALSE,TRUE,1000,FALSE,"D4","VANDERDRIFT, J.  (22173)  UP",2021-05-21,"Fri",04:16:00,FALSE,"No","No","No","US/Eastern"
"15005","Black","Woman",FALSE,FALSE,1500,FALSE,"D4","THOMAS, J. M. (23843)  UPB",2020-06-18,"Thu",04:40:00,FALSE,"No","No","No","US/Eastern"
"15006","White","Man",FALSE,FALSE,5000,FALSE,"D4","WILKINS, C. D. (25001)  UPB",2021-02-14,"Sun",03:50:00,FALSE,"No","No","No","US/Eastern"
"15007","White","Man",FALSE,FALSE,1500,FALSE,"D4","MCCALLOP, A. D. (2088)  UPB",2020-05-02,"Sat",15:28:00,FALSE,"No","No","No","US/Eastern"
"15008","White","Man",FALSE,TRUE,1500,FALSE,"D4","MCCALLOP, A. D. (2088)  UPB",2020-05-08,"Fri",13:59:00,FALSE,"No","No","No","US/Eastern"
"15009","White","Man",FALSE,TRUE,1500,FALSE,"D4","MCCALLOP, A. D. (2088)  UPB",2020-05-08,"Fri",15:13:00,FALSE,"No","No","No","US/Eastern"
"15010","White","Man",FALSE,FALSE,500,FALSE,"D4","GONZALES, C. R. (22155)  UPB",2020-05-11,"Mon",04:22:00,FALSE,"No","No","No","US/Eastern"
"15011","White","Man",FALSE,FALSE,NA,FALSE,"D4","MCCALLOP, A. D. (2088)  UPB",2020-08-07,"Fri",23:21:00,FALSE,"No","No","No","US/Eastern"
"15012","White","Man",FALSE,FALSE,2000,FALSE,"D4","MCNALLY, R.  (23978)  UPB",2020-08-27,"Thu",03:14:00,FALSE,"No","No","No","US/Eastern"
"15013","Black","Man",FALSE,FALSE,NA,FALSE,"D4","BONFIGLIO, M. S. (14313)  UPB",2019-12-13,"Fri",10:40:00,FALSE,"No","No","No","US/Eastern"
"15014","Black","Man",FALSE,TRUE,4000,FALSE,"D4","GAITHER, E. A. (24748)  UPB",2021-11-02,"Tue",13:45:00,FALSE,"No","No","No","US/Eastern"
"15015","Black","Man",FALSE,FALSE,5000,TRUE,"D4","WIESEMANN, C. E. (6297)  UPB",2020-08-25,"Tue",20:11:00,FALSE,"No","No","No","US/Eastern"
"15016","Black","Man",FALSE,FALSE,1500,TRUE,"D4","LAUZON, J. L. (21850)  UPB",2018-11-25,"Sun",23:01:00,FALSE,"No","No","No","US/Eastern"
